id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
4159,Mary,Mcclure,mary.mcclure.4159@gslingacademy.com,female,False,1,False,14,Writer,90,76,88,96,62,93,80
4160,Ellen,Wright,ellen.wright.4160@gslingacademy.com,female,False,1,False,35,Writer,91,96,99,91,95,90,94
4161,Diane,Sims,diane.sims.4161@gslingacademy.com,female,False,0,False,22,Writer,64,75,93,79,81,95,84
4162,Carlos,Roberson,carlos.roberson.4162@gslingacademy.com,male,False,4,False,21,Writer,89,73,90,78,93,98,81
4163,Allen,Alvarado,allen.alvarado.4163@gslingacademy.com,male,False,6,False,25,Writer,72,89,75,65,67,91,97
4164,Shannon,Nguyen,shannon.nguyen.4164@gslingacademy.com,female,False,1,False,27,Writer,89,84,96,94,95,94,82
4165,Karen,Proctor,karen.proctor.4165@gslingacademy.com,female,False,1,False,17,Writer,87,78,92,96,62,94,86
4166,Joshua,Nelson,joshua.nelson.4166@gslingacademy.com,male,False,4,False,23,Writer,77,93,97,75,63,97,95
4167,Jeremy,Montes,jeremy.montes.4167@gslingacademy.com,male,False,1,False,30,Writer,65,87,71,71,72,96,65
4168,Michael,Thompson,michael.thompson.4168@gslingacademy.com,male,False,8,False,16,Writer,83,72,85,80,95,94,88
4169,Linda,Welch,linda.welch.4169@gslingacademy.com,female,False,1,False,30,Writer,82,94,89,100,96,92,89
4170,Mark,Elliott,mark.elliott.4170@gslingacademy.com,male,False,5,False,25,Writer,73,93,73,72,79,97,99
4171,Kelly,Fowler,kelly.fowler.4171@gslingacademy.com,female,False,8,False,15,Writer,82,72,86,81,95,94,88
4172,Emily,Reed,emily.reed.4172@gslingacademy.com,female,False,1,False,14,Writer,90,76,88,96,62,93,80
4173,Kimberly,Ballard,kimberly.ballard.4173@gslingacademy.com,female,False,3,False,27,Writer,62,78,85,84,79,94,85
4174,Jessica,Diaz,jessica.diaz.4174@gslingacademy.com,female,False,2,False,30,Writer,76,82,99,96,64,97,96
4175,Debbie,Torres,debbie.torres.4175@gslingacademy.com,female,False,2,False,32,Writer,96,83,87,97,96,90,86
4176,April,Ochoa,april.ochoa.4176@gslingacademy.com,female,False,2,False,20,Writer,63,81,89,87,83,92,81
4177,Ryan,Cooper,ryan.cooper.4177@gslingacademy.com,male,False,1,False,31,Writer,64,88,70,71,74,96,64
4178,Julie,Smith,julie.smith.4178@gslingacademy.com,female,False,0,False,16,Writer,64,80,94,85,85,91,80
4179,Thomas,Arroyo,thomas.arroyo.4179@gslingacademy.com,male,False,1,False,12,Writer,96,82,97,75,65,97,80
4180,Karen,Smith,karen.smith.4180@gslingacademy.com,female,False,2,False,19,Writer,62,85,93,84,90,95,75
4181,Jessica,Carter,jessica.carter.4181@gslingacademy.com,female,False,1,False,25,Writer,68,77,95,84,75,96,89
4182,David,Smith,david.smith.4182@gslingacademy.com,male,False,3,False,31,Writer,88,92,68,68,96,94,81
4183,James,Jenkins,james.jenkins.4183@gslingacademy.com,male,False,3,False,19,Writer,83,87,97,79,62,97,96
4184,Kristina,Foster,kristina.foster.4184@gslingacademy.com,female,False,5,False,29,Writer,72,85,67,77,74,90,95
4185,Carla,Mclaughlin,carla.mclaughlin.4185@gslingacademy.com,female,False,2,False,23,Writer,77,70,81,94,72,97,65
4186,Jean,Gray,jean.gray.4186@gslingacademy.com,female,False,1,False,19,Writer,77,73,86,91,71,93,69
4187,Deborah,Henderson,deborah.henderson.4187@gslingacademy.com,female,False,4,False,28,Writer,68,77,80,90,75,95,77
4188,Cynthia,Duran,cynthia.duran.4188@gslingacademy.com,female,False,1,False,32,Writer,86,92,96,99,94,93,87
4189,Theodore,Aguirre,theodore.aguirre.4189@gslingacademy.com,male,False,5,False,27,Writer,74,89,67,73,75,92,99
4190,Melinda,Mitchell,melinda.mitchell.4190@gslingacademy.com,female,False,2,False,22,Writer,75,71,82,92,73,96,65
4191,Patrick,Lamb,patrick.lamb.4191@gslingacademy.com,male,False,4,False,24,Writer,73,94,73,72,80,97,97
4192,Jennifer,Castaneda,jennifer.castaneda.4192@gslingacademy.com,female,False,0,False,17,Writer,64,78,94,84,84,92,81
4193,Catherine,Roberts,catherine.roberts.4193@gslingacademy.com,female,False,1,False,29,Writer,84,93,96,98,93,93,88
4194,Mallory,Williamson,mallory.williamson.4194@gslingacademy.com,female,False,1,False,12,Writer,96,86,96,72,67,98,75
4195,Dillon,Dean,dillon.dean.4195@gslingacademy.com,male,False,6,False,23,Writer,70,91,80,61,64,93,96
4196,Chelsea,Smith,chelsea.smith.4196@gslingacademy.com,female,False,1,False,27,Writer,71,79,97,89,71,97,92
4197,Anthony,Nichols,anthony.nichols.4197@gslingacademy.com,male,False,3,False,28,Writer,86,85,99,67,65,95,78
4198,Charlene,Garcia,charlene.garcia.4198@gslingacademy.com,female,False,6,False,30,Writer,70,83,69,75,85,92,97
4199,Debra,Espinoza,debra.espinoza.4199@gslingacademy.com,female,False,5,False,29,Writer,62,82,82,86,81,94,82
4200,Monica,Hall,monica.hall.4200@gslingacademy.com,female,False,2,False,23,Writer,73,91,99,95,78,96,96
4201,Brittany,Snyder,brittany.snyder.4201@gslingacademy.com,female,False,1,False,17,Writer,86,74,85,96,65,95,74
4202,Glenn,Collins,glenn.collins.4202@gslingacademy.com,male,False,3,False,31,Writer,63,85,74,79,75,95,74
4203,Robert,Bolton,robert.bolton.4203@gslingacademy.com,male,False,1,False,30,Writer,77,93,67,66,82,91,68
4204,Julie,Moody,julie.moody.4204@gslingacademy.com,female,False,1,False,16,Writer,65,79,91,88,87,90,77
4205,Gary,Bridges,gary.bridges.4205@gslingacademy.com,male,False,1,False,21,Writer,84,96,70,77,89,93,76
4206,Tiffany,Brown,tiffany.brown.4206@gslingacademy.com,female,False,2,False,22,Writer,62,86,93,82,92,96,73
4207,Reginald,Jones,reginald.jones.4207@gslingacademy.com,male,False,1,False,23,Writer,68,81,94,78,74,96,89
4208,John,Lee,john.lee.4208@gslingacademy.com,male,False,1,False,31,Writer,74,96,67,67,78,91,65
4209,Ryan,Roth,ryan.roth.4209@gslingacademy.com,male,False,4,False,25,Writer,73,94,73,71,81,97,98
4210,Ronald,Martinez,ronald.martinez.4210@gslingacademy.com,male,False,8,False,13,Writer,81,72,86,83,96,94,88
4211,Randy,Wright,randy.wright.4211@gslingacademy.com,male,False,6,False,23,Writer,70,91,80,61,65,93,96
4212,Patricia,Ramos,patricia.ramos.4212@gslingacademy.com,female,False,2,False,25,Writer,63,77,88,82,79,95,85
4213,Oscar,Johnson,oscar.johnson.4213@gslingacademy.com,male,False,4,False,25,Writer,73,93,73,72,79,97,99
4214,Julia,Wise,julia.wise.4214@gslingacademy.com,female,False,2,False,16,Writer,70,74,79,78,65,92,77
4215,Kelly,Hendrix,kelly.hendrix.4215@gslingacademy.com,female,False,1,False,12,Writer,94,74,93,91,60,93,86
4216,Kaitlyn,Maldonado,kaitlyn.maldonado.4216@gslingacademy.com,female,False,2,False,22,Writer,62,86,93,82,92,96,73
4217,Emily,Morris,emily.morris.4217@gslingacademy.com,female,False,2,False,16,Writer,70,74,79,77,65,92,77
4218,Lori,Williams,lori.williams.4218@gslingacademy.com,female,False,3,False,13,Writer,87,72,94,84,96,97,78
4219,Teresa,Meyer,teresa.meyer.4219@gslingacademy.com,female,False,1,False,31,Writer,86,97,93,93,95,90,95
4220,Dawn,Little,dawn.little.4220@gslingacademy.com,female,False,5,False,30,Writer,72,84,67,74,80,91,98
4221,Christina,Clay,christina.clay.4221@gslingacademy.com,female,False,3,False,23,Writer,78,71,80,95,74,97,65
4222,Scott,Robinson,scott.robinson.4222@gslingacademy.com,male,False,2,False,31,Writer,84,98,65,67,92,92,74
4223,Ashley,Chen,ashley.chen.4223@gslingacademy.com,female,False,5,False,29,Writer,73,85,66,76,73,90,96
4224,Erika,Jackson,erika.jackson.4224@gslingacademy.com,female,False,6,False,31,Writer,65,81,75,81,86,94,91
4225,Donald,Wilson,donald.wilson.4225@gslingacademy.com,male,False,1,False,18,Writer,82,96,71,80,85,92,74
4226,Richard,Smith,richard.smith.4226@gslingacademy.com,male,False,2,False,27,Writer,86,97,67,71,95,93,77
4227,Amanda,Logan,amanda.logan.4227@gslingacademy.com,female,False,1,False,17,Writer,86,73,85,96,65,95,74
4228,Karen,Carlson,karen.carlson.4228@gslingacademy.com,female,False,1,False,16,Writer,63,81,93,87,85,91,80
4229,Jacqueline,Davis,jacqueline.davis.4229@gslingacademy.com,female,False,1,False,29,Writer,87,90,82,99,96,90,91
4230,Christopher,Davis,christopher.davis.4230@gslingacademy.com,male,False,2,False,16,Writer,70,75,79,76,64,92,78
4231,Lisa,Galvan,lisa.galvan.4231@gslingacademy.com,female,False,1,False,35,Writer,91,96,99,92,95,90,93
4232,Yolanda,Garrett,yolanda.garrett.4232@gslingacademy.com,female,False,2,False,35,Writer,94,91,93,94,95,90,91
4233,Amy,Newman,amy.newman.4233@gslingacademy.com,female,False,5,False,30,Writer,63,81,78,86,77,93,86
4234,Meredith,Moody,meredith.moody.4234@gslingacademy.com,female,False,2,False,19,Writer,89,79,97,85,95,95,81
4235,Beth,Hall,beth.hall.4235@gslingacademy.com,female,False,2,False,20,Writer,64,90,94,86,92,96,79
4236,Vicki,Kramer,vicki.kramer.4236@gslingacademy.com,female,False,0,False,25,Writer,67,77,95,84,76,96,88
4237,Nicole,Trujillo,nicole.trujillo.4237@gslingacademy.com,female,False,1,False,35,Writer,91,88,92,99,95,91,86
4238,Jessica,Lee,jessica.lee.4238@gslingacademy.com,female,False,3,False,24,Writer,62,85,89,84,88,96,76
4239,Melissa,Howard,melissa.howard.4239@gslingacademy.com,female,False,1,False,16,Writer,88,78,91,96,61,93,84
4240,Chad,Roach,chad.roach.4240@gslingacademy.com,male,False,3,False,27,Writer,77,78,70,63,88,98,74
4241,John,Kim,john.kim.4241@gslingacademy.com,male,False,5,False,33,Writer,89,75,80,67,88,98,86
4242,Elizabeth,Terry,elizabeth.terry.4242@gslingacademy.com,female,False,1,False,15,Writer,64,82,95,87,86,91,81
4243,Colton,Lopez,colton.lopez.4243@gslingacademy.com,male,False,2,False,29,Writer,78,87,68,64,85,94,71
4244,Gregory,Oconnor,gregory.oconnor.4244@gslingacademy.com,male,False,1,False,31,Writer,70,93,68,69,76,93,64
4245,Donald,Guerra,donald.guerra.4245@gslingacademy.com,male,False,5,False,32,Writer,88,75,79,66,88,98,85
4246,Thomas,Spencer,thomas.spencer.4246@gslingacademy.com,male,False,4,False,28,Writer,82,89,98,69,64,96,84
4247,Benjamin,Moore,benjamin.moore.4247@gslingacademy.com,male,False,4,False,23,Writer,74,93,92,72,63,96,97
4248,Elizabeth,Baker,elizabeth.baker.4248@gslingacademy.com,female,False,1,False,22,Writer,70,72,86,87,76,94,69
4249,Holly,Smith,holly.smith.4249@gslingacademy.com,female,False,1,False,35,Writer,89,91,96,99,95,92,86
4250,Mark,Gray,mark.gray.4250@gslingacademy.com,male,False,3,False,27,Writer,75,89,68,84,74,92,93
4251,Cody,Smith,cody.smith.4251@gslingacademy.com,male,False,3,False,22,Writer,76,94,73,75,82,96,90
4252,Shannon,Parsons,shannon.parsons.4252@gslingacademy.com,female,False,1,False,35,Writer,89,91,96,99,95,92,86
4253,Cynthia,Le,cynthia.le.4253@gslingacademy.com,female,False,3,False,29,Writer,76,87,64,83,71,90,93
4254,Matthew,Ryan,matthew.ryan.4254@gslingacademy.com,male,False,4,False,23,Writer,77,93,97,76,63,97,97
4255,James,Warren,james.warren.4255@gslingacademy.com,male,False,2,False,31,Writer,82,98,65,67,90,92,72
4256,Kathleen,Arnold,kathleen.arnold.4256@gslingacademy.com,female,False,1,False,18,Writer,71,100,89,97,94,94,96
4257,Lisa,Morris,lisa.morris.4257@gslingacademy.com,female,False,2,False,21,Writer,77,99,99,93,92,94,95
4258,Margaret,Rodriguez,margaret.rodriguez.4258@gslingacademy.com,female,False,3,False,29,Writer,70,84,71,89,73,91,87
4259,Joseph,Jones,joseph.jones.4259@gslingacademy.com,male,False,1,False,15,Writer,69,75,79,77,65,91,78
4260,Russell,Anderson,russell.anderson.4260@gslingacademy.com,male,False,6,False,33,Writer,90,74,82,68,88,97,88
4261,Shane,Harris,shane.harris.4261@gslingacademy.com,male,False,0,False,23,Writer,66,78,93,78,77,96,87
4262,John,Garcia,john.garcia.4262@gslingacademy.com,male,False,5,False,31,Writer,87,75,78,65,89,98,84
4263,Kenneth,Huff,kenneth.huff.4263@gslingacademy.com,male,False,5,False,25,Writer,73,93,72,72,79,96,99
4264,Mary,Fox,mary.fox.4264@gslingacademy.com,female,False,0,False,18,Writer,64,78,94,83,83,93,82
4265,Meredith,Scott,meredith.scott.4265@gslingacademy.com,female,False,1,False,22,Writer,70,72,86,87,76,94,69
4266,Holly,Obrien,holly.obrien.4266@gslingacademy.com,female,False,3,False,15,Writer,84,73,92,85,95,96,75
4267,Benjamin,Conrad,benjamin.conrad.4267@gslingacademy.com,male,False,4,False,21,Writer,89,73,90,77,92,98,81
4268,Daniel,Henry,daniel.henry.4268@gslingacademy.com,male,False,2,False,29,Writer,75,86,66,90,71,90,89
4269,Steve,Miller,steve.miller.4269@gslingacademy.com,male,False,3,False,27,Writer,80,77,70,62,92,98,77
4270,Rebecca,Brown,rebecca.brown.4270@gslingacademy.com,female,False,5,False,30,Writer,68,83,72,81,75,92,91
4271,Kristin,Hurley,kristin.hurley.4271@gslingacademy.com,female,False,2,False,22,Writer,73,92,99,95,79,96,96
4272,Jennifer,Wood,jennifer.wood.4272@gslingacademy.com,female,False,2,False,35,Writer,95,89,91,96,95,90,90
4273,Michael,Colon,michael.colon.4273@gslingacademy.com,male,False,3,False,17,Writer,70,79,79,72,64,92,82
4274,Deborah,Williams,deborah.williams.4274@gslingacademy.com,female,False,1,False,15,Writer,64,81,95,87,86,91,80
4275,Benjamin,Torres,benjamin.torres.4275@gslingacademy.com,male,False,0,False,19,Writer,66,75,86,78,73,94,81
4276,Theresa,Yu,theresa.yu.4276@gslingacademy.com,female,False,3,False,23,Writer,76,72,80,95,78,96,66
4277,Brent,Hardy,brent.hardy.4277@gslingacademy.com,male,False,0,False,21,Writer,65,75,90,78,77,95,83
4278,Joseph,Lopez,joseph.lopez.4278@gslingacademy.com,male,False,5,False,24,Writer,72,93,75,69,75,96,98
4279,Kelsey,Wright,kelsey.wright.4279@gslingacademy.com,female,False,1,False,19,Writer,71,100,87,97,94,93,96
4280,Lori,White,lori.white.4280@gslingacademy.com,female,False,2,False,14,Writer,87,73,95,84,95,97,77
4281,Paul,Perry,paul.perry.4281@gslingacademy.com,male,False,1,False,28,Writer,77,87,65,90,71,90,89
4282,Ashley,Fowler,ashley.fowler.4282@gslingacademy.com,female,False,0,False,23,Writer,63,75,92,79,80,95,85
4283,Heather,Ellis,heather.ellis.4283@gslingacademy.com,female,False,6,False,23,Writer,70,90,78,63,65,92,96
4284,Mary,Andrade,mary.andrade.4284@gslingacademy.com,female,False,1,False,25,Writer,79,95,80,99,97,91,94
4285,Carol,White,carol.white.4285@gslingacademy.com,female,False,1,False,35,Writer,92,88,91,99,95,91,86
4286,Jennifer,Morgan,jennifer.morgan.4286@gslingacademy.com,female,False,3,False,29,Writer,76,84,99,92,64,98,97
4287,Christopher,Murillo,christopher.murillo.4287@gslingacademy.com,male,False,2,False,28,Writer,76,88,66,88,72,91,91
4288,Jessica,Gomez,jessica.gomez.4288@gslingacademy.com,female,False,2,False,22,Writer,74,71,83,91,74,95,65
4289,Emily,Frey,emily.frey.4289@gslingacademy.com,female,False,2,False,23,Writer,90,83,97,87,95,94,85
4290,Erika,Watson,erika.watson.4290@gslingacademy.com,female,False,2,False,29,Writer,86,97,99,92,93,91,95
4291,Phillip,Jordan,phillip.jordan.4291@gslingacademy.com,male,False,3,False,27,Writer,75,89,68,84,74,92,93
4292,Nicholas,Franklin,nicholas.franklin.4292@gslingacademy.com,male,False,2,False,27,Writer,75,88,67,85,73,92,92
4293,Justin,Lewis,justin.lewis.4293@gslingacademy.com,male,False,4,False,25,Writer,73,93,73,72,79,97,99
4294,Pamela,Howe,pamela.howe.4294@gslingacademy.com,female,False,1,False,19,Writer,77,73,86,91,71,93,69
4295,Dawn,Nixon,dawn.nixon.4295@gslingacademy.com,female,False,1,False,27,Writer,80,98,87,95,96,91,96
4296,Jermaine,Sanders,jermaine.sanders.4296@gslingacademy.com,male,False,2,False,28,Writer,78,84,69,63,87,95,72
4297,Nicholas,Bird,nicholas.bird.4297@gslingacademy.com,male,False,2,False,23,Writer,74,81,70,85,68,90,84
4298,Linda,Holmes,linda.holmes.4298@gslingacademy.com,female,False,1,False,29,Writer,89,86,96,96,95,94,83
4299,Wyatt,Turner,wyatt.turner.4299@gslingacademy.com,male,False,1,False,27,Writer,71,91,70,74,78,95,67
4300,Elizabeth,Walker,elizabeth.walker.4300@gslingacademy.com,female,False,1,False,16,Writer,65,80,91,88,87,90,77
4301,Scott,Smith,scott.smith.4301@gslingacademy.com,male,False,1,False,31,Writer,65,88,70,70,74,97,64
4302,Rodney,Norris,rodney.norris.4302@gslingacademy.com,male,False,6,False,23,Writer,70,91,80,62,65,93,96
4303,Donald,Spencer,donald.spencer.4303@gslingacademy.com,male,False,2,False,29,Writer,76,86,65,90,71,90,89
4304,Justin,Howe,justin.howe.4304@gslingacademy.com,male,False,6,False,23,Writer,70,91,80,61,64,93,96
4305,Christopher,Johnson,christopher.johnson.4305@gslingacademy.com,male,False,1,False,15,Writer,94,90,96,68,69,98,71
4306,Heather,Taylor,heather.taylor.4306@gslingacademy.com,female,False,1,False,18,Writer,68,75,83,77,69,93,80
4307,Jacob,Perkins,jacob.perkins.4307@gslingacademy.com,male,False,4,False,24,Writer,90,74,88,75,91,98,82
4308,Crystal,Shepherd,crystal.shepherd.4308@gslingacademy.com,female,False,1,False,21,Writer,71,97,78,99,97,91,94
4309,Brandon,Ross,brandon.ross.4309@gslingacademy.com,male,False,3,False,28,Writer,83,86,68,64,95,96,77
4310,Tabitha,Navarro,tabitha.navarro.4310@gslingacademy.com,female,False,2,False,24,Writer,80,98,99,93,92,93,95
4311,Misty,Mcguire,misty.mcguire.4311@gslingacademy.com,female,False,2,False,23,Writer,78,70,80,94,72,98,65
4312,Carrie,Petersen,carrie.petersen.4312@gslingacademy.com,female,False,1,False,27,Writer,79,96,85,100,96,92,92
4313,Michael,Johnston,michael.johnston.4313@gslingacademy.com,male,False,2,False,15,Writer,89,80,98,81,61,96,94
4314,Terry,Larson,terry.larson.4314@gslingacademy.com,male,False,5,False,26,Writer,75,89,87,62,64,93,88
4315,Elizabeth,Cross,elizabeth.cross.4315@gslingacademy.com,female,False,1,False,26,Writer,81,94,80,99,97,91,93
4316,Kenneth,Miller,kenneth.miller.4316@gslingacademy.com,male,False,1,False,16,Writer,69,75,79,77,65,92,78
4317,Anthony,Wise,anthony.wise.4317@gslingacademy.com,male,False,2,False,21,Writer,81,88,71,73,88,95,75
4318,Hannah,Montoya,hannah.montoya.4318@gslingacademy.com,female,False,2,False,27,Writer,84,98,99,92,93,92,95
4319,Jennifer,Parrish,jennifer.parrish.4319@gslingacademy.com,female,False,3,False,22,Writer,74,73,81,94,82,94,68
4320,Sheila,Perez,sheila.perez.4320@gslingacademy.com,female,False,2,False,29,Writer,76,87,64,88,71,90,91
4321,Marissa,Guzman,marissa.guzman.4321@gslingacademy.com,female,False,4,False,24,Writer,66,78,81,91,87,91,75
4322,Adam,Waters,adam.waters.4322@gslingacademy.com,male,False,1,False,31,Writer,64,87,71,73,74,96,67
4323,James,Torres,james.torres.4323@gslingacademy.com,male,False,5,False,25,Writer,73,93,73,72,79,97,99
4324,Andrew,Fernandez,andrew.fernandez.4324@gslingacademy.com,male,False,2,False,23,Writer,81,83,71,68,89,96,76
4325,Chase,Shaw,chase.shaw.4325@gslingacademy.com,male,False,5,False,33,Writer,90,75,81,67,88,98,87
4326,Daniel,Williams,daniel.williams.4326@gslingacademy.com,male,False,2,False,23,Writer,81,84,71,69,89,96,76
4327,Nicholas,Long,nicholas.long.4327@gslingacademy.com,male,False,1,False,31,Writer,65,89,69,70,74,96,64
4328,Jeremy,Larson,jeremy.larson.4328@gslingacademy.com,male,False,2,False,23,Writer,81,84,71,70,89,96,76
4329,Kathy,Walker,kathy.walker.4329@gslingacademy.com,female,False,2,False,26,Writer,63,77,87,82,79,95,85
4330,Dylan,Foster,dylan.foster.4330@gslingacademy.com,male,False,4,False,31,Writer,63,83,76,81,76,95,77
4331,Brandi,Miller,brandi.miller.4331@gslingacademy.com,female,False,2,False,20,Writer,75,72,79,87,68,95,70
4332,Laura,Williams,laura.williams.4332@gslingacademy.com,female,False,4,False,31,Writer,68,81,89,91,72,95,90
4333,James,Miller,james.miller.4333@gslingacademy.com,male,False,3,False,27,Writer,79,76,70,62,90,98,76
4334,Kathryn,Ayala,kathryn.ayala.4334@gslingacademy.com,female,False,5,False,13,Writer,74,75,90,85,92,92,85
4335,Carlos,Taylor,carlos.taylor.4335@gslingacademy.com,male,False,1,False,31,Writer,76,97,67,67,79,90,65
4336,Justin,Freeman,justin.freeman.4336@gslingacademy.com,male,False,5,False,31,Writer,62,81,79,86,77,94,83
4337,Marissa,Gonzalez,marissa.gonzalez.4337@gslingacademy.com,female,False,2,False,21,Writer,82,71,81,96,69,97,68
4338,Lisa,Fitzgerald,lisa.fitzgerald.4338@gslingacademy.com,female,False,1,False,34,Writer,95,86,85,99,96,90,88
4339,Danielle,Jones,danielle.jones.4339@gslingacademy.com,female,False,1,False,33,Writer,94,86,85,99,96,90,88
4340,Paula,Morris,paula.morris.4340@gslingacademy.com,female,False,2,False,21,Writer,71,72,84,89,74,93,65
4341,Thomas,Davis,thomas.davis.4341@gslingacademy.com,male,False,6,False,23,Writer,70,91,82,62,63,93,96
4342,Megan,Henderson,megan.henderson.4342@gslingacademy.com,female,False,2,False,19,Writer,77,72,88,88,81,95,68
4343,Hannah,Flores,hannah.flores.4343@gslingacademy.com,female,False,5,False,29,Writer,62,81,81,87,78,93,84
4344,Linda,Johnson,linda.johnson.4344@gslingacademy.com,female,False,2,False,20,Writer,63,81,90,87,83,91,81
4345,Elizabeth,Huerta,elizabeth.huerta.4345@gslingacademy.com,female,False,5,False,29,Writer,63,79,80,88,77,94,81
4346,Luis,Branch,luis.branch.4346@gslingacademy.com,male,False,3,False,30,Writer,85,87,98,65,66,95,76
